goodrx_default_quantity,goodrx_dosage,goodrx_drug_id,goodrx_form_name,goodrx_slug,mapping_source,description,dosage_form,strength,billing_unit,gcn,gcn_seqno,medid,with_modified_retail_package
90,1mg,5094,tablet,pramipexole,manual,pramipexole 1 mg tablet,tablet,1,each,19871,31779,152772,f
90,50mg,183,tablet,esidrix,manual,Oretic 50 mg tablet,tablet,50,each,34825,8183,152795,f
90,50mg,183,tablet,microzide,manual,Oretic 50 mg tablet,tablet,50,each,34825,8183,152795,f
90,50mg,183,tablet,hydrochlorothiazide,manual,Oretic 50 mg tablet,tablet,50,each,34825,8183,152795,f
90,50mg,183,tablet,esidrix,manual,Oretic 50 mg tablet,tablet,50,each,34825,8183,152795,f
90,50mg,183,tablet,oretic,manual,Oretic 50 mg tablet,tablet,50,each,34825,8183,152795,f
90,50mg,183,tablet,microzide,manual,Oretic 50 mg tablet,tablet,50,each,34825,8183,152795,f
1,15ml-of-5%25,35775,eye-dropper,sodium-chloride,manual,sodium chloride 5 % eye drops,drops,5,milliliters,31923,7739,152810,f
30,0.4mg,24100,capsule,flomax,manual,Flomax 0.4 mg capsule,capsule,0.4,each,48191,27546,152828,f
1,5ml-of-0.5%25,35535,eye-dropper,levobunolol,manual,levobunolol 0.5 % eye drops,drops,0.5,milliliters,33310,7858,152857,f
1,5ml-of-0.5%25,35535,eye-dropper,levobunolol,manual,levobunolol 0.5 % eye drops,drops,0.5,milliliters,33310,7858,152857,f
1,5ml-of-0.5%25,35535,eye-dropper,betagan,manual,levobunolol 0.5 % eye drops,drops,0.5,milliliters,33310,7858,152857,f
30,40mg,176,tablet,furosemide,manual,furosemide 40 mg tablet,tablet,40,each,34962,8209,152894,f
30,40mg,176,tablet,furosemide,manual,furosemide 40 mg tablet,tablet,40,each,34962,8209,152894,f
30,20mg,323,tablet,nolvadex,manual,Nolvadex 20 mg tablet,tablet,20,each,38721,13574,152899,f
30,20mg,323,tablet,nolvadex,manual,Nolvadex 20 mg tablet,tablet,20,each,38721,13574,152899,f
7,250mg,30001,tablet,levofloxacin,gcn_expansion,Levaquin 250 mg tablet,tablet,250,each,47073,29927,152909,f
7,250mg,30001,tablet,levaquin,gcn_expansion,Levaquin 250 mg tablet,tablet,250,each,47073,29927,152909,f
12,1.5mg,876,tablet,dexone,gcn_expansion,Dexone 1.5 mg tablet,tablet,1.5,each,27427,6786,153065,f
12,1.5mg,876,tablet,decadron,gcn_expansion,Dexone 1.5 mg tablet,tablet,1.5,each,27427,6786,153065,f
12,1.5mg,876,tablet,dexone,gcn_expansion,Dexone 1.5 mg tablet,tablet,1.5,each,27427,6786,153065,f
12,1.5mg,876,tablet,dexamethasone,gcn_expansion,Dexone 1.5 mg tablet,tablet,1.5,each,27427,6786,153065,f
12,1.5mg,876,tablet,decadron,gcn_expansion,Dexone 1.5 mg tablet,tablet,1.5,each,27427,6786,153065,f
60,0.5mg,249,tablet,haldol,manual,haloperidol 0.5 mg tablet,tablet,0.5,each,15530,3972,153091,f
60,0.5mg,249,tablet,haloperidol,manual,haloperidol 0.5 mg tablet,tablet,0.5,each,15530,3972,153091,f
60,0.5mg,249,tablet,haldol,manual,haloperidol 0.5 mg tablet,tablet,0.5,each,15530,3972,153091,f
60,0.5mg,249,tablet,haloperidol,manual,haloperidol 0.5 mg tablet,tablet,0.5,each,15530,3972,153091,f
12,1g,40363,vial,cefazolin,manual,cefazolin 1 gram solution for injection,recon soln,1,each,39903,9065,153158,f
10,10mg,872,tablet,medroxyprogesterone,manual,medroxyprogesterone 10 mg tablet,tablet,10,each,11260,3271,153263,f
3,1ml-of-500mcg-ml,33824,vial,octreotide,manual,octreotide acetate 500 mcg/mL injection solution,solution,500,milliliters,24222,6586,153278,f
30,80mg,177,tablet,furosemide,manual,Lasix 80 mg tablet,tablet,80,each,34963,8210,153306,f
30,80mg,177,tablet,furosemide,manual,Lasix 80 mg tablet,tablet,80,each,34963,8210,153306,f
1,5ml-of-0.3%25,35510,eye-dropper,garamycin,gcn_expansion,Genoptic 0.3 % eye drops,drops,0.3,milliliters,33600,7984,153332,f
1,5ml-of-0.3%25,35510,eye-dropper,gentamicin,gcn_expansion,Genoptic 0.3 % eye drops,drops,0.3,milliliters,33600,7984,153332,f
1,5ml-of-0.3%25,35510,eye-dropper,gentafair,gcn_expansion,Genoptic 0.3 % eye drops,drops,0.3,milliliters,33600,7984,153332,f
1,5ml-of-0.3%25,35510,eye-dropper,gentak,gcn_expansion,Genoptic 0.3 % eye drops,drops,0.3,milliliters,33600,7984,153332,f
90,50mg-5ml,36421,oral-suspension,nevirapine,manual,nevirapine 50 mg/5 mL oral suspension,suspension,50,milliliters,31421,40786,153357,f
90,50mg-5ml,36421,oral-suspension,viramune,manual,nevirapine 50 mg/5 mL oral suspension,suspension,50,milliliters,31421,40786,153357,f
30,80mg,5329,capsule,inderal-la,manual,"Inderal LA 80 mg capsule,extended release","capsule,extended release 24 hr",80,each,3230,5116,153463,f
30,80mg,5329,capsule,inderal-la,manual,"Inderal LA 80 mg capsule,extended release","capsule,extended release 24 hr",80,each,3230,5116,153463,f
1,8.6g-of-32mcg,40004,nasal-spray,budesonide,manual,budesonide 32 mcg/actuation nasal spray,"spray,non-aerosol",32,milliliters,40708,75590,153491,f
1,8.6g-of-32mcg,40004,nasal-spray,budesonide,manual,budesonide 32 mcg/actuation nasal spray,"spray,non-aerosol",32,milliliters,40708,75590,153491,f
1,8.6g-of-32mcg,40004,nasal-spray,rhinocort-aqua,manual,budesonide 32 mcg/actuation nasal spray,"spray,non-aerosol",32,milliliters,40708,75590,153491,f
60,1.5mg,4579,capsule,exelon,manual,rivastigmine 1.5 mg capsule,capsule,1.5,each,90396,40155,153512,f
60,100mg,8535,tablet,tambocor,manual,Tambocor 100 mg tablet,tablet,100,each,1580,263,153527,f
60,100mg,8535,tablet,flecainide,manual,Tambocor 100 mg tablet,tablet,100,each,1580,263,153527,f
1,2.5ml-of-0.005%25,35533,eye-dropper,xalatan,manual,latanoprost 0.005 % eye drops,drops,0.005,milliliters,32749,27370,153566,t
60,200mg,1462,tablet,topamax,gcn_expansion,Topamax 200 mg tablet,tablet,200,each,36552,26171,153680,f
60,200mg,1462,tablet,topiramate,gcn_expansion,Topamax 200 mg tablet,tablet,200,each,36552,26171,153680,f
30,2.5mg,710,tablet,zaroxolyn,manual,metolazone 2.5 mg tablet,tablet,2.5,each,34991,8217,153685,f
30,2.5mg,710,tablet,zaroxolyn,manual,metolazone 2.5 mg tablet,tablet,2.5,each,34991,8217,153685,f
30,3mg,1022,tablet,warfarin,manual,Coumadin 3 mg tablet,tablet,3,each,25796,18080,153725,f
1,4-capsules-of-90mg,29935,package,fluoxetine,manual,"fluoxetine 90 mg capsule,delayed release","capsule,delayed release(DR/EC)",90,each,12929,47571,153762,f
1,4-capsules-of-90mg,29935,package,fluoxetine,manual,"fluoxetine 90 mg capsule,delayed release","capsule,delayed release(DR/EC)",90,each,12929,47571,153762,f
90,20mg-12.5mg,29944,tablet,fosinopril-hctz,manual,fosinopril 20 mg-hydrochlorothiazide 12.5 mg tablet,tablet,20-12.5,each,10455,40395,153773,f
90,20mg-12.5mg,29944,tablet,monopril-hct,manual,fosinopril 20 mg-hydrochlorothiazide 12.5 mg tablet,tablet,20-12.5,each,10455,40395,153773,f
1,6ml-of-150mg-ml,33444,vial,clindamycin,manual,clindamycin 150 mg/mL injection solution,solution,150,milliliters,40843,9344,153798,t
1,150ml-of-250mg-5ml,36548,bottle-of-oral-suspension,amoxil,gcn_expansion,Wymox 250 mg/5 mL oral suspension,suspension for reconstitution,250,milliliters,39683,8998,153819,t
1,150ml-of-250mg-5ml,36548,bottle-of-oral-suspension,amoxicillin,gcn_expansion,Wymox 250 mg/5 mL oral suspension,suspension for reconstitution,250,milliliters,39683,8998,153819,t
60,1mg,797,tablet,cogentin,manual,Cogentin 1 mg tablet,tablet,1,each,17621,4590,153906,f
60,1mg,797,tablet,cogentin,manual,Cogentin 1 mg tablet,tablet,1,each,17621,4590,153906,f
60,1mg,797,tablet,benztropine-mesylate,manual,Cogentin 1 mg tablet,tablet,1,each,17621,4590,153906,f
30,100mg,263,tablet,desyrel,gcn_expansion,Desyrel 100 mg tablet,tablet,100,each,16392,46242,153936,f
30,100mg,263,tablet,desyrel,gcn_expansion,Desyrel 100 mg tablet,tablet,100,each,16392,46242,153936,f
1,28.4g-of-1%25,37392,tube-of-cream,cortef,gcn_expansion,Preparation H Hydrocortisone 1 % topical cream,cream,1,grams,30942,7544,153971,f
1,28.4g-of-1%25,37392,tube-of-cream,hydrocortisone,gcn_expansion,Preparation H Hydrocortisone 1 % topical cream,cream,1,grams,30942,7544,153971,f
1,28.4g-of-1%25,37392,tube-of-cream,cortef,gcn_expansion,Preparation H Hydrocortisone 1 % topical cream,cream,1,grams,30942,7544,153971,f
1,28.4g-of-1%25,37392,tube-of-cream,hydrocortisone,gcn_expansion,Preparation H Hydrocortisone 1 % topical cream,cream,1,grams,30942,7544,153971,f
15,20mg,30035,tablet,metaproterenol,manual,metaproterenol 20 mg tablet,tablet,20,,19731,4968,154171,f
15,20mg,30035,tablet,prometa,manual,metaproterenol 20 mg tablet,tablet,20,,19731,4968,154171,f
90,100mg,40928,tablet,tasmar,manual,tolcapone 100 mg tablet,tablet,100,each,55311,35580,154194,f
30,30mg,4642,capsule,dalmane,manual,flurazepam 30 mg capsule,capsule,30,each,14251,3692,154258,f
90,10mg,28036,tablet,felodipine-er,gcn_expansion,"felodipine ER 10 mg tablet,extended release",tablet extended release,10,each,2622,16296,154350,f
90,10mg,28036,tablet,felodipine-er,gcn_expansion,"felodipine ER 10 mg tablet,extended release",tablet extended release,10,each,2622,16296,154350,f
90,10mg,28036,tablet,plendil,gcn_expansion,"felodipine ER 10 mg tablet,extended release",tablet extended release,10,each,2622,16296,154350,f
90,10mg,7742,tablet,isordil,manual,isosorbide dinitrate 10 mg tablet,tablet,10,each,1942,507,154356,f
90,10mg,7742,tablet,isosorbide-dinitrate,manual,isosorbide dinitrate 10 mg tablet,tablet,10,each,1942,507,154356,f
60,250mg,657,tablet,naprosyn,gcn_expansion,Naprosyn 250 mg tablet,tablet,250,each,35790,8360,154374,f
60,250mg,657,tablet,naproxen,gcn_expansion,Naprosyn 250 mg tablet,tablet,250,each,35790,8360,154374,f
60,250mg,657,tablet,naprosyn,gcn_expansion,Naprosyn 250 mg tablet,tablet,250,each,35790,8360,154374,f
60,250mg,657,tablet,naproxen,gcn_expansion,Naprosyn 250 mg tablet,tablet,250,each,35790,8360,154374,f
60,50mg,5082,capsule,minocin,gcn_expansion,Vectrin 50 mg capsule,capsule,50,each,40411,9227,154484,f
60,50mg,5082,capsule,minocycline,gcn_expansion,Vectrin 50 mg capsule,capsule,50,each,40411,9227,154484,f
60,50mg,5082,capsule,minocin,gcn_expansion,Vectrin 50 mg capsule,capsule,50,each,40411,9227,154484,f
60,50mg,5082,capsule,minocycline,gcn_expansion,Vectrin 50 mg capsule,capsule,50,each,40411,9227,154484,f
30,5mg,141,tablet,benazepril,gcn_expansion,Lotensin 5 mg tablet,tablet,5,each,48611,16039,154530,f
30,5mg,141,tablet,benazepril,gcn_expansion,Lotensin 5 mg tablet,tablet,5,each,48611,16039,154530,f
30,5mg,141,tablet,lotensin,gcn_expansion,Lotensin 5 mg tablet,tablet,5,each,48611,16039,154530,f
90,120mg,5129,tablet,nateglinide,manual,nateglinide 120 mg tablet,tablet,120,each,34027,47292,154532,f
90,120mg,5129,tablet,starlix,manual,nateglinide 120 mg tablet,tablet,120,each,34027,47292,154532,f
30,5mg,3883,tablet,fosamax,manual,Fosamax 5 mg tablet,tablet,5,each,21682,31006,154584,f
30,0.2mg,5163,patch,nitro-dur,gcn_expansion,Nitrodisc 0.2 mg/hr transdermal 24 hour patch,patch 24 hour,0.2,each,1742,468,154597,f
40,500mg,29891,capsule,dicloxacillin,manual,dicloxacillin 500 mg capsule,capsule,500,each,39542,8984,154602,f
40,500mg,29891,capsule,dynapen,manual,dicloxacillin 500 mg capsule,capsule,500,each,39542,8984,154602,f
30,5mg,36441,chewable-tablet,montelukast,manual,montelukast 5 mg chewable tablet,"tablet,chewable",5,each,94440,37003,154680,f
1,15ml-of-0.5%25,35628,eye-dropper,mydriacyl,manual,tropicamide 0.5 % eye drops,drops,0.5,milliliters,33020,7872,154734,f
90,5mg,212,capsule,hytrin,manual,terazosin 5 mg capsule,capsule,5,each,47126,22651,154750,f
90,5mg,212,capsule,hytrin,manual,terazosin 5 mg capsule,capsule,5,each,47126,22651,154750,f
30,15mg,36519,tablet,actos,manual,pioglitazone 15 mg tablet,tablet,15,each,92991,42943,154757,f
90,2mg,167,tablet,cardura,gcn_expansion,Cardura 2 mg tablet,tablet,2,each,33432,15585,154866,f
90,2mg,167,tablet,doxazosin,gcn_expansion,Cardura 2 mg tablet,tablet,2,each,33432,15585,154866,f
90,2mg,167,tablet,cardura,gcn_expansion,Cardura 2 mg tablet,tablet,2,each,33432,15585,154866,f
7,100mg,1126,tablet,diflucan,manual,fluconazole 100 mg tablet,tablet,100,each,42190,13723,154877,f
7,100mg,1126,tablet,diflucan,manual,fluconazole 100 mg tablet,tablet,100,each,42190,13723,154877,f
90,40mg,33397,tablet,lipitor,manual,atorvastatin 40 mg tablet,tablet,40,each,43722,29969,154892,f
90,40mg,33397,tablet,atorvastatin,manual,atorvastatin 40 mg tablet,tablet,40,each,43722,29969,154892,f
60,150mg,13062,capsule,zantac,gcn_expansion,Taladine 150 mg capsule,capsule,150,each,19551,16223,154942,f
60,150mg,13062,capsule,ranitidine,gcn_expansion,Taladine 150 mg capsule,capsule,150,each,19551,16223,154942,f
60,150mg,13062,capsule,zantac,gcn_expansion,Taladine 150 mg capsule,capsule,150,each,19551,16223,154942,f
60,150mg,13062,capsule,ranitidine,gcn_expansion,Taladine 150 mg capsule,capsule,150,each,19551,16223,154942,f
30,500mg,363,tablet,robaxin,manual,methocarbamol 500 mg tablet,tablet,500,each,17892,4654,155071,f
30,500mg,363,tablet,robaxin,manual,methocarbamol 500 mg tablet,tablet,500,each,17892,4654,155071,f
56,500mg,54,capsule,sumycin,gcn_expansion,Achromycin V 500 mg capsule,capsule,500,each,40073,9190,155085,f
56,500mg,54,capsule,tetracycline,gcn_expansion,Achromycin V 500 mg capsule,capsule,500,each,40073,9190,155085,f
56,500mg,54,capsule,tetracyn,gcn_expansion,Achromycin V 500 mg capsule,capsule,500,each,40073,9190,155085,f
56,500mg,54,capsule,sumycin,gcn_expansion,Achromycin V 500 mg capsule,capsule,500,each,40073,9190,155085,f
60,500mg,6521,tablet,disalcid,manual,salsalate 500 mg tablet,tablet,500,each,16801,4438,155093,f
200,200mg-40mg-5ml,32683,oral-suspension,sulfamethoxazole-trimethoprim,gcn_expansion,Sulfamar 200 mg-40 mg/5 mL oral suspension,suspension,200-40,milliliters,90150,9394,155191,f
200,200mg-40mg-5ml,32683,oral-suspension,septra,gcn_expansion,Sulfamar 200 mg-40 mg/5 mL oral suspension,suspension,200-40,milliliters,90150,9394,155191,f
200,200mg-40mg-5ml,32683,oral-suspension,bactrim,gcn_expansion,Sulfamar 200 mg-40 mg/5 mL oral suspension,suspension,200-40,milliliters,90150,9394,155191,f
4,7-bottles-of-4g-60ml,36903,carton,mesalamine,manual,mesalamine 4 gram/60 mL enema,enema,4,milliliters,47270,4444,155199,f
20,200mg,30214,tablet,tolmetin,manual,tolmetin 200 mg tablet,tablet,200,each,35780,8355,155241,f
30,300mcg,28420,tablet,levothyroxine,gcn_expansion,Thyrox 300 mcg tablet,tablet,300,each,26329,6657,155292,f
30,300mcg,28420,tablet,euthyrox,gcn_expansion,Thyrox 300 mcg tablet,tablet,300,each,26329,6657,155292,f
30,300mcg,28420,tablet,synthroid,gcn_expansion,Thyrox 300 mcg tablet,tablet,300,each,26329,6657,155292,f
60,100mg,703,tablet,normodyne,manual,Normodyne 100 mg tablet,tablet,100,each,10342,5098,155364,f
60,100mg,703,tablet,normodyne,manual,Normodyne 100 mg tablet,tablet,100,each,10342,5098,155364,f
60,100mg,703,tablet,labetalol,manual,Normodyne 100 mg tablet,tablet,100,each,10342,5098,155364,f
60,100mg,4220,tablet,cilostazol,gcn_expansion,Pletal 100 mg tablet,tablet,100,each,8602,37978,155385,f
60,100mg,4220,tablet,pletal,gcn_expansion,Pletal 100 mg tablet,tablet,100,each,8602,37978,155385,f
90,50mg,8822,capsule,hydroxyzine-pamoate,manual,Hy-Pam 50 mg capsule,capsule,50,each,13953,3732,155428,f
1,5ml-of-0.3%25,35510,eye-dropper,garamycin,gcn_expansion,Gentafair 0.3 % eye drops,drops,0.3,milliliters,33600,7984,155476,f
1,5ml-of-0.3%25,35510,eye-dropper,gentamicin,gcn_expansion,Gentafair 0.3 % eye drops,drops,0.3,milliliters,33600,7984,155476,f
1,5ml-of-0.3%25,35510,eye-dropper,gentafair,gcn_expansion,Gentafair 0.3 % eye drops,drops,0.3,milliliters,33600,7984,155476,f
1,5ml-of-0.3%25,35510,eye-dropper,gentak,gcn_expansion,Gentafair 0.3 % eye drops,drops,0.3,milliliters,33600,7984,155476,f
70,10mg,31282,lozenge,clotrimazole,manual,clotrimazole 10 mg troche,troche,10,each,7590,9553,155496,f
70,10mg,31282,lozenge,mycelex,manual,clotrimazole 10 mg troche,troche,10,each,7590,9553,155496,f
60,5mg,234,tablet,buspar,manual,buspirone 5 mg tablet,tablet,5,each,28890,3782,155610,f
60,5mg,234,tablet,buspirone,manual,buspirone 5 mg tablet,tablet,5,each,28890,3782,155610,f
60,5mg,234,tablet,buspar,manual,buspirone 5 mg tablet,tablet,5,each,28890,3782,155610,f
1,30g-of-1%25,41504,tube-of-cream,lamisil-at,manual,terbinafine HCl 1 % topical cream,cream,1,grams,62498,18273,155651,f
1,30g-of-1%25,41504,tube-of-cream,terbinafine-non-prescription,manual,terbinafine HCl 1 % topical cream,cream,1,grams,62498,18273,155651,f
1,30g-of-1%25,41504,tube-of-cream,lamisil-at,manual,terbinafine HCl 1 % topical cream,cream,1,grams,62498,18273,155651,f
1,30g-of-1%25,41504,tube-of-cream,terbinafine-non-prescription,manual,terbinafine HCl 1 % topical cream,cream,1,grams,62498,18273,155651,f
60,150mg,4864,tablet,lamictal,manual,lamotrigine 150 mg tablet,tablet,150,each,64324,22550,155661,f
60,150mg,4864,tablet,lamictal,manual,lamotrigine 150 mg tablet,tablet,150,each,64324,22550,155661,f
1,10ml-of-1000mcg-ml,31320,vial,vibisone,manual,"Neuro B-12 S 1,000 mcg/mL injection solution",solution,"1,000",milliliters,94594,2329,155662,f
1,10ml-of-1000mcg-ml,31320,vial,cyanocobalamin,manual,"Neuro B-12 S 1,000 mcg/mL injection solution",solution,"1,000",milliliters,94594,2329,155662,f
90,25mg-250mg,7100,tablet,sinemet,gcn_expansion,Atamet 25 mg-250 mg tablet,tablet,25-250,each,62742,2539,155666,f
1,12.5mg-5ml,37947,bottle-of-oral-solution,children-s-benadryl,manual,diphenhydramine 12.5 mg/5 mL oral liquid,liquid,12.5,milliliters,48831,16675,155667,f
1,12.5mg-5ml,37947,bottle-of-oral-solution,children-s-diphenhist,manual,diphenhydramine 12.5 mg/5 mL oral liquid,liquid,12.5,milliliters,48831,16675,155667,f
1,12.5mg-5ml,37947,bottle-of-oral-solution,children-s-diphenhydramine,manual,diphenhydramine 12.5 mg/5 mL oral liquid,liquid,12.5,milliliters,48831,16675,155667,f
1,60g-of-0.05%25,34593,tube-of-cream,desowen,manual,desonide 0.05 % topical cream,cream,0.05,grams,31425,7620,155712,f
1,60g-of-0.05%25,34593,tube-of-cream,desonide,manual,desonide 0.05 % topical cream,cream,0.05,grams,31425,7620,155712,f
9,2g,40264,vial,deferoxamine,manual,deferoxamine 2 gram solution for injection,recon soln,2,each,7112,15181,155728,f
9,2g,40264,vial,desferal,manual,deferoxamine 2 gram solution for injection,recon soln,2,each,7112,15181,155728,f
1,85g-of-1%25,35946,tube-of-cream,silver-sulfadiazine,manual,silver sulfadiazine 1 % topical cream,cream,1,grams,31630,7669,155737,f
1,85g-of-1%25,35946,tube-of-cream,thermazene,manual,silver sulfadiazine 1 % topical cream,cream,1,grams,31630,7669,155737,f
1,85g-of-1%25,35946,tube-of-cream,ssd,manual,silver sulfadiazine 1 % topical cream,cream,1,grams,31630,7669,155737,f
60,500mg,96,tablet,glucophage,manual,metformin 500 mg tablet,tablet,500,each,10810,13318,155744,f
60,500mg,96,tablet,metformin,manual,metformin 500 mg tablet,tablet,500,each,10810,13318,155744,f
60,500mg,96,tablet,glucophage,manual,metformin 500 mg tablet,tablet,500,each,10810,13318,155744,f
5,5mg,30213,tablet,blocadron,manual,timolol 5 mg tablet,tablet,5,each,20672,5142,155760,f
90,150mg,5324,tablet,propafenone,manual,propafenone 150 mg tablet,tablet,150,each,12431,13646,155773,f
90,150mg,5324,tablet,rythmol,manual,propafenone 150 mg tablet,tablet,150,each,12431,13646,155773,f
1,30g-of-2.5%25,35906,tube-of-cream,cortef,gcn_expansion,Penecort 2.5 % topical cream,cream,2.5,grams,30943,7545,155879,f
1,30g-of-2.5%25,35906,tube-of-cream,hydrocortisone,gcn_expansion,Penecort 2.5 % topical cream,cream,2.5,grams,30943,7545,155879,f
1,30g-of-2.5%25,35906,tube-of-cream,cortef,gcn_expansion,Penecort 2.5 % topical cream,cream,2.5,grams,30943,7545,155879,f
1,30g-of-2.5%25,35906,tube-of-cream,hydrocortisone,gcn_expansion,Penecort 2.5 % topical cream,cream,2.5,grams,30943,7545,155879,f
180,10mg,529,tablet,mellaril,manual,thioridazine 10 mg tablet,tablet,10,each,14882,3859,155882,f
180,10mg,529,tablet,mellaril,manual,thioridazine 10 mg tablet,tablet,10,each,14882,3859,155882,f
90,2.5mg,1523,tablet,warfarin,gcn_expansion,Coumadin 2.5 mg tablet,tablet,2.5,each,25794,6560,155921,f
1,60ml-of-25mg-5ml,36818,bottle-of-oral-suspension,doxycycline-monohydrate,manual,doxycycline monohydrate 25 mg/5 mL oral suspension,suspension for reconstitution,25,milliliters,40370,9225,155953,t
1,60ml-of-25mg-5ml,36818,bottle-of-oral-suspension,doxycycline-monohydrate,manual,doxycycline monohydrate 25 mg/5 mL oral suspension,suspension for reconstitution,25,milliliters,40370,9225,155953,t
