medication,strength,form,units,price
lamictal,25 mg,Tablet Chewable,90,9
lamictal,25 mg,Tablet Chewable,120,11
lamictal,25 mg,Tablet Chewable,180,17
lamictal,25 mg,Tablet Chewable,240,22
keppraxr,500 mg,Tablet Er,30,16
keppraxr,500 mg,Tablet Er,60,31
keppraxr,500 mg,Tablet Er,90,45
keppraxr,500 mg,Tablet Er,120,60
keppraxr,500 mg,Tablet Er,180,88
keppraxr,500 mg,Tablet Er,240,110
keppraxr,750 mg,Tablet Er,30,18
keppraxr,750 mg,Tablet Er,60,37
keppraxr,750 mg,Tablet Er,90,54
keppraxr,750 mg,Tablet Er,120,73
keppraxr,750 mg,Tablet Er,180,105
kenalog,0.025%/15 gm,Cream,1,7
kenalog,0.025%/15 gm,Cream,3,18
kenalog,0.025%/80 gm,Cream,1,6
kenalog,0.025%/80 gm,Cream,3,18
kenalog,0.025%/454 gm,Cream,1,16
kenalog,0.025%/454 gm,Cream,3,48
kenalog,0.1%/15 gm,Cream,1,7
kenalog,0.1%/15 gm,Cream,3,18
kenalog,0.1%/30 gm,Cream,1,7
kenalog,0.1%/30 gm,Cream,3,18
kenalog,0.1%/80 gm,Cream,1,7
kenalog,0.1%/80 gm,Cream,3,18
kenalog,0.1%/454 gm,Cream,1,17
kenalog,0.1%/454 gm,Cream,3,51
kenalog,0.5%/15 gm,Cream,1,7
kenalog,0.5%/15 gm,Cream,3,18
kenalog,0.025%/60 ml,Lotion,1,33
kenalog,0.025%/60 ml,Lotion,3,99
kenalog,0.1%/60 ml,Lotion,1,21
kenalog,0.1%/60 ml,Lotion,3,63
kenalog,0.025%/15 gm,Ointment,1,7
kenalog,0.025%/15 gm,Ointment,3,18
kenalog,0.025%/80 gm,Ointment,1,8
kenalog,0.025%/80 gm,Ointment,3,22
kenalog,0.025%/454 gm,Ointment,1,22
kenalog,0.025%/454 gm,Ointment,3,66
kenalog,0.1%/15 gm,Ointment,1,7
kenalog,0.1%/15 gm,Ointment,3,18
kenalog,0.1%/30 gm,Ointment,1,7
kenalog,0.1%/30 gm,Ointment,3,18
kenalog,0.1%/80 gm,Ointment,1,7
kenalog,0.1%/80 gm,Ointment,3,21
kenalog,0.1%/454 gm,Ointment,1,20
kenalog,0.1%/454 gm,Ointment,3,60
kenalog,0.5%/15 gm,Ointment,1,7
kenalog,0.5%/15 gm,Ointment,3,21
kenalog,0.1%/5 gm,Paste,1,28
kenalog,0.1%/5 gm,Paste,3,84
kenalog,0.147 mg/g/63 gm,Topical Aerosol,1,154
kenalog,0.147 mg/g/63 gm,Topical Aerosol,3,462
kenalog,0.147 mg/g/100 gm,Topical Aerosol,1,170
kenalog,0.147 mg/g/100 gm,Topical Aerosol,3,510
keflex,250 mg,Capsule,30,4
keflex,250 mg,Capsule,40,5
keflex,250 mg,Capsule,100,10
keflex,500 mg,Capsule,21,3
keflex,500 mg,Capsule,30,4
keflex,500 mg,Capsule,40,5
keflex,500 mg,Capsule,100,10
kdurklorconktabmicrok,8 mEq,Capsule Er,30,10
kdurklorconktabmicrok,8 mEq,Capsule Er,60,20
kdurklorconktabmicrok,8 mEq,Capsule Er,90,29
kdurklorconktabmicrok,8 mEq,Capsule Er,120,39
kdurklorconktabmicrok,8 mEq,Capsule Er,180,58
kdurklorconktabmicrok,10 meq,Capsule Er,30,7
kdurklorconktabmicrok,10 meq,Capsule Er,60,14
kdurklorconktabmicrok,10 meq,Capsule Er,90,21
kdurklorconktabmicrok,10 meq,Capsule Er,120,28
kdurklorconktabmicrok,10 meq,Capsule Er,180,42
kdurklorconktabmicrok,20 mEq/30 packets,Powder,1,223
kdurklorconktabmicrok,20 mEq/30 packets,Powder,2,446
kdurklorconktabmicrok,20 mEq/30 packets,Powder,3,669
kdurklorconktabmicrok,20 mEq/100 packets,Powder,1,743
kdurklorconktabmicrok,20 mEq/100 packets,Powder,2,1485
kdurklorconktabmicrok,20 mEq/100 packets,Powder,3,2227
kdurklorconktabmicrok,8 mEq,Tablet Er,30,9
kdurklorconktabmicrok,8 mEq,Tablet Er,60,18
kdurklorconktabmicrok,8 mEq,Tablet Er,90,26
kdurklorconktabmicrok,8 mEq,Tablet Er,120,35
kdurklorconktabmicrok,8 mEq,Tablet Er,180,52
kdurklorconktabmicrok,10 meq,Tablet Er,30,5
kdurklorconktabmicrok,10 meq,Tablet Er,60,10
kdurklorconktabmicrok,10 meq,Tablet Er,90,15
kdurklorconktabmicrok,10 meq,Tablet Er,120,20
kdurklorconktabmicrok,10 meq,Tablet Er,180,30
kdurklorconktabmicrok,20 mEq,Tablet Er,30,7
kdurklorconktabmicrok,20 mEq,Tablet Er,60,14
kdurklorconktabmicrok,20 mEq,Tablet Er,90,20
kdurklorconktabmicrok,20 mEq,Tablet Er,120,27
kdurklorconktabmicrok,20 mEq,Tablet Er,180,40
kayexalate,454 gm,Powder,1,64
jalyn,0.5 mg/0.4 mg,Capsule Er,30,95
jalyn,0.5 mg/0.4 mg,Capsule Er,60,190
jalyn,0.5 mg/0.4 mg,Capsule Er,90,285
isoptoatropine,1%/3.5 gm,Ointment,1,17
isoptoatropine,1%/3.5 gm,Ointment,3,49
isoptoatropine,1%/2 ml,Solution,1,24
isoptoatropine,1%/2 ml,Solution,3,72
isoptoatropine,1%/5 ml,Solution,1,46
isoptoatropine,1%/5 ml,Solution,3,136
isoptoatropine,1%/15 ml,Solution,1,74
isoptoatropine,1%/15 ml,Solution,3,221
intuniv,1 mg,Tablet Er,30,21
intuniv,1 mg,Tablet Er,60,41
intuniv,1 mg,Tablet Er,90,62
intuniv,2 mg,Tablet Er,30,17
intuniv,2 mg,Tablet Er,60,34
intuniv,2 mg,Tablet Er,90,51
intuniv,3 mg,Tablet Er,30,21
intuniv,3 mg,Tablet Er,60,41
intuniv,3 mg,Tablet Er,90,62
intuniv,4 mg,Tablet Er,30,21
intuniv,4 mg,Tablet Er,60,41
intuniv,4 mg,Tablet Er,90,62
indocinsr,75 mg,Capsule Er,30,11
indocinsr,75 mg,Capsule Er,60,21
indocinsr,75 mg,Capsule Er,90,31
indocin,25 mg,Capsule,30,8
indocin,25 mg,Capsule,60,15
indocin,25 mg,Capsule,90,22
indocin,50 mg,Capsule,30,5
indocin,50 mg,Capsule,60,9
indocin,50 mg,Capsule,90,14
inderide,40 mg/25 mg,Tablet,30,29
inderide,40 mg/25 mg,Tablet,60,57
inderide,40 mg/25 mg,Tablet,90,85
inderide,40 mg/25 mg,Tablet,180,169
inderide,80 mg/25 mg,Tablet,30,35
inderide,80 mg/25 mg,Tablet,60,70
inderide,80 mg/25 mg,Tablet,90,104
inderide,80 mg/25 mg,Tablet,180,208
inderalla,60 mg,Capsule Er,30,24
inderalla,60 mg,Capsule Er,60,47
inderalla,60 mg,Capsule Er,90,71
inderalla,60 mg,Capsule Er,180,141
inderalla,80 mg,Capsule Er,30,29
inderalla,80 mg,Capsule Er,60,57
inderalla,80 mg,Capsule Er,90,85
inderalla,80 mg,Capsule Er,180,169
inderalla,120 mg,Capsule Er,30,23
inderalla,120 mg,Capsule Er,60,46
inderalla,120 mg,Capsule Er,90,69
inderalla,120 mg,Capsule Er,180,138
inderalla,160 mg,Capsule Er,30,37
inderalla,160 mg,Capsule Er,60,73
inderalla,160 mg,Capsule Er,90,109
inderalla,160 mg,Capsule Er,180,217
inderal,10 mg,Tablet,30,4
inderal,10 mg,Tablet,60,7
inderal,10 mg,Tablet,90,9
inderal,10 mg,Tablet,100,10
inderal,10 mg,Tablet,120,12
inderal,10 mg,Tablet,180,18
inderal,20 mg,Tablet,30,5
inderal,20 mg,Tablet,60,9
inderal,20 mg,Tablet,90,13
inderal,20 mg,Tablet,100,15
inderal,20 mg,Tablet,120,17
inderal,20 mg,Tablet,180,25
inderal,40 mg,Tablet,30,8
inderal,40 mg,Tablet,60,15
inderal,40 mg,Tablet,90,22
inderal,40 mg,Tablet,100,24
inderal,40 mg,Tablet,120,29
inderal,40 mg,Tablet,270,64
inderal,60 mg,Tablet,30,25
inderal,60 mg,Tablet,60,49
inderal,60 mg,Tablet,90,73
inderal,60 mg,Tablet,120,97
inderal,80 mg,Tablet,30,12
inderal,80 mg,Tablet,60,23
inderal,80 mg,Tablet,90,35
inderal,80 mg,Tablet,120,46
inderal,80 mg,Tablet,180,69
inderal,80 mg,Tablet,270,104
inderal,10 mg,Tablet,48,5.75
imuran,50 mg,Tablet,30,11
imuran,50 mg,Tablet,60,21
imuran,50 mg,Tablet,90,31
imuran,50 mg,Tablet,120,41
imuran,50 mg,Tablet,180,61
imodium,2 mg,Capsule,30,10
imodium,2 mg,Capsule,60,20
imodium,2 mg,Capsule,120,39
imodium,2 mg,Capsule,240,77
imodium,2 mg,Tablet,24,4
imodium,2 mg,Tablet,48,7
imodium,2 mg,Tablet,72,9
imodium,2 mg,Tablet,96,10
imitrex,6 mg/0.5 ml,Injector Pen,2,103
imitrex,5 mg/6 unit doses,Nasal Spray,1,269
imitrex,5 mg/6 unit doses,Nasal Spray,3,807
imitrex,20 mg/6 unit doses,Nasal Spray,1,292
imitrex,20 mg/6 unit doses,Nasal Spray,3,875
imitrex,25 mg,Tablet,9,6
imitrex,25 mg,Tablet,18,11
imitrex,25 mg,Tablet,20,12
imitrex,25 mg,Tablet,30,18
imitrex,50 mg,Tablet,9,6
imitrex,50 mg,Tablet,18,11
imitrex,50 mg,Tablet,20,12
imitrex,50 mg,Tablet,30,18
imitrex,100 mg,Tablet,9,11
imitrex,100 mg,Tablet,18,20
imitrex,100 mg,Tablet,27,27
imitrex,100 mg,Tablet,54,49
imdur,30 mg,Tablet Er,30,4
imdur,30 mg,Tablet Er,60,7
imdur,30 mg,Tablet Er,90,10
imdur,30 mg,Tablet Er,180,18
imdur,60 mg,Tablet Er,30,6
imdur,60 mg,Tablet Er,60,11
imdur,60 mg,Tablet Er,90,16
imdur,60 mg,Tablet Er,180,31
imdur,120 mg,Tablet Er,30,17
imdur,120 mg,Tablet Er,60,33
imdur,120 mg,Tablet Er,90,49
imdur,120 mg,Tablet Er,180,98
hytrin,1 mg,Capsule,30,6
hytrin,1 mg,Capsule,60,11
hytrin,1 mg,Capsule,90,16
hytrin,1 mg,Capsule,180,30
hytrin,2 mg,Capsule,30,6
hytrin,2 mg,Capsule,60,11
hytrin,2 mg,Capsule,90,16
hytrin,2 mg,Capsule,180,31
hytrin,5 mg,Capsule,30,6
hytrin,5 mg,Capsule,60,11
hytrin,5 mg,Capsule,90,16
hytrin,5 mg,Capsule,180,31
hytrin,10 mg,Capsule,30,7
hytrin,10 mg,Capsule,60,13
hytrin,10 mg,Capsule,90,19
hytrin,10 mg,Capsule,180,37
hytone,2.5%/28.34 gm,Cream,1,3.45
hytone,2.5%/28.34 gm,Cream,3,10.35
hytone,2.5%/30 gm,Cream,1,6
hytone,2.5%/30 gm,Cream,3,12
hytone,2.5%/454 gm,Cream,1,69
hytone,2.5%/59 ml,Lotion,1,13
hytone,2.5%/59 ml,Lotion,3,38
hytone,2.5%/118 ml,Lotion,1,28
hytone,2.5%/118 ml,Lotion,3,83
hytone,2.5%/20 gm,Ointment,1,6
hytone,2.5%/20 gm,Ointment,3,12
hytone,2.5%/28.34 gm,Ointment,1,6
hytone,2.5%/28.34 gm,Ointment,3,12
hytone,2.5%/454 gm,Ointment,1,38
haldol,5 mg,Tablet,30,16
haldol,5 mg,Tablet,45,24
haldol,5 mg,Tablet,60,31
haldol,5 mg,Tablet,90,46
haldol,5 mg,Tablet,120,60
haldol,5 mg,Tablet,180,90
haldol,10 mg,Tablet,30,14
haldol,10 mg,Tablet,45,20
haldol,10 mg,Tablet,60,26
haldol,10 mg,Tablet,90,38
haldol,10 mg,Tablet,120,50
haldol,20 mg,Tablet,30,33
haldol,20 mg,Tablet,60,65
haldol,20 mg,Tablet,90,97
haldol,20 mg,Tablet,120,129
haldol,20 mg,Tablet,135,145
gynelotrimin,1% /45 gm,Cream,1,6
gynelotrimin,1% /45 gm,Cream,3,18
golytely,3350 gm/4000 ml,Solution,1,14
glynaseglynaseprestab,1.5 mg,Tablet,30,4
glynaseglynaseprestab,1.5 mg,Tablet,60,7
glynaseglynaseprestab,1.5 mg,Tablet,90,9
glynaseglynaseprestab,1.5 mg,Tablet,120,11
glynaseglynaseprestab,3 mg,Tablet,30,7
glynaseglynaseprestab,3 mg,Tablet,60,12
glynaseglynaseprestab,3 mg,Tablet,90,18
glynaseglynaseprestab,3 mg,Tablet,120,23
glynaseglynaseprestab,3 mg,Tablet,180,34
glynaseglynaseprestab,6 mg,Tablet,30,6
glynaseglynaseprestab,6 mg,Tablet,60,12
glynaseglynaseprestab,6 mg,Tablet,90,17
glynaseglynaseprestab,6 mg,Tablet,120,23
glynaseglynaseprestab,6 mg,Tablet,180,34
glucovance,1.25 mg/250 mg,Tablet,30,5
glucovance,1.25 mg/250 mg,Tablet,60,8
glucovance,1.25 mg/250 mg,Tablet,90,10
glucovance,1.25 mg/250 mg,Tablet,120,12
glucovance,1.25 mg/250 mg,Tablet,180,16
glucovance,2.5 mg/500 mg,Tablet,30,5
glucovance,2.5 mg/500 mg,Tablet,60,8
glucovance,2.5 mg/500 mg,Tablet,90,10
glucovance,2.5 mg/500 mg,Tablet,120,12
glucovance,2.5 mg/500 mg,Tablet,180,16
glucovance,2.5 mg/500 mg,Tablet,360,30
glucovance,5 mg/500 mg,Tablet,30,4
glucovance,5 mg/500 mg,Tablet,60,7
glucovance,5 mg/500 mg,Tablet,90,9
glucovance,5 mg/500 mg,Tablet,120,11
glucovance,5 mg/500 mg,Tablet,180,15
glucovance,5 mg/500 mg,Tablet,360,29
gucotrolxl,2.5 mg,Tablet Er,30,6
gucotrolxl,2.5 mg,Tablet Er,60,11
gucotrolxl,2.5 mg,Tablet Er,90,17
gucotrolxl,2.5 mg,Tablet Er,180,33
gucotrolxl,5 mg,Tablet Er,30,6
gucotrolxl,5 mg,Tablet Er,60,11
gucotrolxl,5 mg,Tablet Er,90,16
gucotrolxl,5 mg,Tablet Er,120,21
gucotrolxl,5 mg,Tablet Er,180,31
gucotrolxl,10 mg,Tablet Er,30,8
gucotrolxl,10 mg,Tablet Er,60,15
gucotrolxl,10 mg,Tablet Er,90,22
gucotrolxl,10 mg,Tablet Er,180,44
glucotrol,5 mg,Tablet,30,4
glucotrol,5 mg,Tablet,60,7
glucotrol,5 mg,Tablet,90,9
glucotrol,5 mg,Tablet,120,11
glucotrol,5 mg,Tablet,180,15
glucotrol,10 mg,Tablet,30,4
glucotrol,10 mg,Tablet,60,7
glucotrol,10 mg,Tablet,90,9
glucotrol,10 mg,Tablet,120,11
glucotrol,10 mg,Tablet,180,15
glucophagexr,500 mg,Tablet Er,30,2
glucophagexr,500 mg,Tablet Er,60,3
glucophagexr,500 mg,Tablet Er,90,4
glucophagexr,500 mg,Tablet Er,120,5
glucophagexr,500 mg,Tablet Er,180,8
glucophagexr,500 mg,Tablet Er,360,15
glucophagexr,750 mg,Tablet Er,30,3
glucophagexr,750 mg,Tablet Er,60,5
glucophagexr,750 mg,Tablet Er,90,7
glucophagexr,750 mg,Tablet Er,120,9
glucophagexr,750 mg,Tablet Er,180,13
glucophagexr,750 mg,Tablet Er,360,26
glucophage,500 mg,Tablet,30,2
glucophage,500 mg,Tablet,60,3
glucophage,500 mg,Tablet,90,4
glucophage,500 mg,Tablet,120,7
glucophage,500 mg,Tablet,180,8
glucophage,850 mg,Tablet,30,2
glucophage,850 mg,Tablet,60,3
glucophage,850 mg,Tablet,90,4
glucophage,850 mg,Tablet,180,7
glucophage,850 mg,Tablet,270,15
glucophage,1000 mg,Tablet,30,2
glucophage,1000 mg,Tablet,60,3
glucophage,1000 mg,Tablet,90,4
glucophage,1000 mg,Tablet,180,7
glucophage,750 mg,Tablet,150,10.5
geodon,20 mg,Capsule,30,10
geodon,20 mg,Capsule,60,19
geodon,20 mg,Capsule,90,29
geodon,20 mg,Capsule,180,57
geodon,40 mg,Capsule,30,11
geodon,40 mg,Capsule,60,21
geodon,40 mg,Capsule,90,32
geodon,40 mg,Capsule,180,63
geodon,60 mg,Capsule,30,14
geodon,60 mg,Capsule,60,28
geodon,60 mg,Capsule,90,42
geodon,60 mg,Capsule,180,84
geodon,80 mg,Capsule,30,13
geodon,80 mg,Capsule,60,25
geodon,80 mg,Capsule,90,38
geodon,80 mg,Capsule,180,75
geodon,20 mg,Capsule,270,81
gentak,0.3%/5 ml,Solution,1,7
gentak,0.3%/5 ml,Solution,3,21
garamycin,0.1%/15 gm,Cream,1,42
garamycin,0.1%/15 gm,Cream,3,124
garamycin,0.1%/30 gm,Cream,1,74
garamycin,0.1%/30 gm,Cream,3,220
garamycin,0.1%/15 gm,Ointment,1,35
garamycin,0.1%/15 gm,Ointment,3,105
garamycin,0.1%/30 gm,Ointment,1,74
garamycin,0.1%/30 gm,Ointment,3,220
gablofenlioresal,10 mg,Tablet,30,5
gablofenlioresal,10 mg,Tablet,60,9
gablofenlioresal,10 mg,Tablet,90,12
gablofenlioresal,10 mg,Tablet,120,15
gablofenlioresal,10 mg,Tablet,180,18
gablofenlioresal,20 mg,Tablet,30,8
gablofenlioresal,20 mg,Tablet,60,14
gablofenlioresal,20 mg,Tablet,90,20
gablofenlioresal,20 mg,Tablet,120,24
gablofenlioresal,20 mg,Tablet,180,35
gablofenlioresal,20 mg,Tablet,270,52
fosamax,5 mg,Tablet,30,5
fosamax,5 mg,Tablet,60,10
fosamax,5 mg,Tablet,90,15
fosamax,10 mg,Tablet,30,6
fosamax,10 mg,Tablet,90,16
fosamax,35 mg,Tablet,4,4
fosamax,35 mg,Tablet,12,10
fosamax,70 mg,Tablet,4,3
fosamax,70 mg,Tablet,12,8
fortical,200U/3.7 ml,Nasal Spray,1,42
fortical,200U/3.7 ml,Nasal Spray,3,124
floxinotic,0.3%/5 ml,Solution,1,12
floxinotic,0.3%/5 ml,Solution,3,35
floxinotic,0.3%/10 ml,Solution,1,22
floxinotic,0.3%/10 ml,Solution,3,64
flomax,0.4 mg,Capsule Er,30,6
flomax,0.4 mg,Capsule Er,60,11
flomax,0.4 mg,Capsule Er,90,17
flomax,0.4 mg,Capsule Er,180,33
flexeril,5 mg,Tablet,30,6
flexeril,5 mg,Tablet,60,11
flexeril,5 mg,Tablet,90,16
flexeril,10 mg,Tablet,30,6
flexeril,10 mg,Tablet,60,11
flexeril,10 mg,Tablet,90,16
flagyl,375 mg,Capsule,30,290
flagyl,375 mg,Capsule,60,580
flagyl,250 mg,Tablet,30,6
flagyl,250 mg,Tablet,56,11
flagyl,250 mg,Tablet,60,12
flagyl,250 mg,Tablet,100,19
flagyl,500 mg,Tablet,30,5
flagyl,500 mg,Tablet,60,10
flagyl,500 mg,Tablet,100,16
flagyl,500 mg,Tablet,14,3
feverall,80 mg,Suppository,6,5
feverall,120 mg,Suppository,6,7.9
feverall,325 mg,Suppository,6,7.9
feverall,120 mg,Suppository,12,4
feverall,325 mg,Suppository,12,7
feosol,325 mg,Tablet,30,5
feosol,325 mg,Tablet,60,8
feosol,325 mg,Tablet,90,10
feosol,325 mg,Tablet,180,18
femara,2.5 mg,Tablet,30,6
femara,2.5 mg,Tablet,90,18
feldene,10 mg,Capsule,30,11
feldene,10 mg,Capsule,60,22
feldene,10 mg,Capsule,90,33
feldene,20 mg,Capsule,30,16
feldene,20 mg,Capsule,60,32
feldene,20 mg,Capsule,90,47
fayosim,0.15 mg/20 mcg-25 mcg-30 mcg-10 mcg,Tablet,91,257
famvir,125 mg,Tablet,30,32
famvir,125 mg,Tablet,42,44
famvir,125 mg,Tablet,60,63
famvir,125 mg,Tablet,90,94
famvir,250 mg,Tablet,30,19
famvir,250 mg,Tablet,60,37
famvir,250 mg,Tablet,90,56
famvir,500 mg,Tablet,30,22
famvir,500 mg,Tablet,60,43
famvir,500 mg,Tablet,90,64
exforgehct,5 mg/160 mg/12.5 mg,Tablet,30,33
exforgehct,5 mg/160 mg/12.5 mg,Tablet,60,66
exforgehct,5 mg/160 mg/12.5 mg,Tablet,90,98
exforgehct,5 mg/160 mg/25 mg,Tablet,30,41
exforgehct,5 mg/160 mg/25 mg,Tablet,60,82
exforgehct,5 mg/160 mg/25 mg,Tablet,90,123
exforgehct,10 mg/160 mg/12.5 mg,Tablet,30,48
exforgehct,10 mg/160 mg/12.5 mg,Tablet,60,95
exforgehct,10 mg/160 mg/12.5 mg,Tablet,90,149
exforgehct,10 mg/160 mg/25 mg,Tablet,30,44
exforgehct,10 mg/160 mg/25 mg,Tablet,60,87
exforgehct,10 mg/160 mg/25 mg,Tablet,90,237
exforgehct,10 mg/320 mg/25 mg,Tablet,30,55
exforgehct,10 mg/320 mg/25 mg,Tablet,60,110
exforgehct,10 mg/320 mg/25 mg,Tablet,90,173
exforge,5 mg/160 mg,Tablet,30,17
exforge,5 mg/160 mg,Tablet,60,34
exforge,5 mg/160 mg,Tablet,90,51
exforge,5 mg/320 mg,Tablet,30,22
exforge,5 mg/320 mg,Tablet,60,44
exforge,5 mg/320 mg,Tablet,90,66
exforge,10 mg/160 mg,Tablet,30,21
exforge,10 mg/160 mg,Tablet,60,42
exforge,10 mg/160 mg,Tablet,90,62
exforge,10 mg/320 mg,Tablet,30,22
exforge,10 mg/320 mg,Tablet,60,43
exforge,10 mg/320 mg,Tablet,90,65
exelon,1.5 mg,Capsule,30,17
exelon,1.5 mg,Capsule,60,33
exelon,1.5 mg,Capsule,90,50
exelon,1.5 mg,Capsule,120,66
exelon,1.5 mg,Capsule,180,99
exelon,3 mg,Capsule,30,12
exelon,3 mg,Capsule,60,23
exelon,3 mg,Capsule,90,35
exelon,3 mg,Capsule,120,46
exelon,3 mg,Capsule,180,69
exelon,4.5 mg,Capsule,30,23
exelon,4.5 mg,Capsule,60,46
exelon,4.5 mg,Capsule,90,69
exelon,4.5 mg,Capsule,120,91
exelon,4.5 mg,Capsule,180,137
exelon,6 mg,Capsule,30,23
exelon,6 mg,Capsule,60,46
exelon,6 mg,Capsule,90,69
exelon,6 mg,Capsule,120,91
exelon,4.6 mg/24 hours,Patch,30,114
exelon,4.6 mg/24 hours,Patch,60,210
exelon,4.6 mg/24 hours,Patch,90,288
exelon,9.5 mg/24 hours,Patch,30,190
exelon,9.5 mg/24 hours,Patch,60,379
exelon,9.5 mg/24 hours,Patch,90,569
exelon,13.3 mg/24 hours,Patch,30,237
exelon,13.3 mg/24 hours,Patch,60,473
exelon,13.3 mg/24 hours,Patch,90,709
estraderm,0.05 mg/24 hr,Patch,4,58.84
estraderm,0.05 mg/24 hr,Patch,8,73
estraderm,0.1 mg/24 hr,Patch,4,54.91
estraderm,0.1 mg/24 hr,Patch,8,182
estrace,0.5 mg,Tablet,30,5
estrace,0.5 mg,Tablet,45,7
estrace,0.5 mg,Tablet,60,8
estrace,0.5 mg,Tablet,90,11
estrace,1 mg,Tablet,30,5
estrace,1 mg,Tablet,45,7
estrace,1 mg,Tablet,60,8
estrace,1 mg,Tablet,90,11
estrace,2 mg,Tablet,30,5
estrace,2 mg,Tablet,45,7
estrace,2 mg,Tablet,60,8
estrace,2 mg,Tablet,90,11
estrace,0.01%/42.5 gm,Cream,1,120
estrace,0.01%/42.5 gm,Cream,3,300
eskalith,150 mg,Capsule,30,4
eskalith,150 mg,Capsule,60,7
eskalith,150 mg,Capsule,90,9
eskalith,150 mg,Capsule,120,11
eskalith,150 mg,Capsule,180,15
eskalith,300 mg,Capsule,30,4
eskalith,300 mg,Capsule,60,7
eskalith,300 mg,Capsule,90,9
eskalith,300 mg,Capsule,120,11
eskalith,300 mg,Capsule,180,15
eskalith,600 mg,Capsule,30,4
eskalith,600 mg,Capsule,60,7
eskalith,600 mg,Capsule,90,9
eskalith,600 mg,Capsule,120,11
eskalith,600 mg,Capsule,180,15
erygel,2%/30 gm,Gel,1,94
erygel,2%/30 gm,Gel,3,280
erygel,2%/60 gm,Gel,1,107
erygel,2%/60 gm,Gel,3,320
epipen,0.3 mg/0.3 ml/2 pens,Auto Injector,1,275
epipen,0.3 mg/0.3 ml/2 pens,Auto Injector,3,800
epiduo,0.1%/2.5%/45 gm,Gel Pump,1,45
epiduo,0.1%/2.5%/45 gm,Gel Pump,3,135
entocortec,3 mg,Capsule Ec,30,49
entocortec,3 mg,Capsule Ec,60,98
entocortec,3 mg,Capsule Ec,90,147
enablex,7.5 mg,Tablet Er,30,108
enablex,7.5 mg,Tablet Er,60,216
enablex,7.5 mg,Tablet Er,90,323
enablex,15 mg,Tablet Er,30,180
enablex,15 mg,Tablet Er,60,359
enablex,15 mg,Tablet Er,90,539
elocon,0.1%/15 gm,Cream,1,6
elocon,0.1%/15 gm,Cream,3,18
elocon,0.1%/45 mg,Cream,1,12
elocon,0.1%/45 mg,Cream,3,36
elocon,0.1%/15 gm,Ointment,1,10
elocon,0.1%/15 gm,Ointment,3,29
elocon,0.1%/45 gm,Ointment,1,13
elocon,0.1%/45 gm,Ointment,3,37
elocon,0.1%/30 ml,Solution,1,7
elocon,0.1%/30 ml,Solution,3,21
elocon,0.1%/60 ml,Solution,1,12
elocon,0.1%/60 ml,Solution,3,36
elocon,0.1%/30 ml,Lotion,1,9
elocon,0.1%/30 ml,Lotion,3,25
elocon,0.1%/60 ml,Lotion,1,16
elocon,0.1%/60 ml,Lotion,3,47
elimite,5%/60 gm,Cream,1,45
elimite,5%/60 gm,Cream,3,134
eldoquin,4%/28.35 gm,Cream,1,96
eldoquin,4%/28.35 gm,Cream,3,286
eldoquin,4%/30 gm,Cream,1,85
eldoquin,4%/30 gm,Cream,3,254
eldepryl,5 mg,Capsule,30,35
eldepryl,5 mg,Capsule,60,70
eldepryl,5 mg,Capsule,90,104
eldepryl,5 mg,Capsule,120,139
eldepryl,5 mg,Capsule,180,208
eldepryl,5 mg,Tablet,30,78
eldepryl,5 mg,Tablet,60,155
eldepryl,5 mg,Tablet,90,232
eldepryl,5 mg,Tablet,180,464
elavil,10 mg,Tablet,30,5
elavil,10 mg,Tablet,60,9
elavil,10 mg,Tablet,90,13
elavil,10 mg,Tablet,120,16
elavil,10 mg,Tablet,180,24
elavil,25 mg,Tablet,30,5
elavil,25 mg,Tablet,60,9
elavil,25 mg,Tablet,90,12
elavil,25 mg,Tablet,120,16
elavil,25 mg,Tablet,180,23
elavil,50 mg,Tablet,30,8
elavil,50 mg,Tablet,60,15
elavil,50 mg,Tablet,90,22
elavil,50 mg,Tablet,120,29
elavil,50 mg,Tablet,180,43
elavil,75 mg,Tablet,30,23
elavil,75 mg,Tablet,60,45
elavil,75 mg,Tablet,90,67
elavil,75 mg,Tablet,120,88
elavil,75 mg,Tablet,180,132
elavil,100 mg,Tablet,30,16
elavil,100 mg,Tablet,60,31
elavil,100 mg,Tablet,90,45
elavil,100 mg,Tablet,120,60
elavil,100 mg,Tablet,180,89
elavil,150 mg,Tablet,30,21
elavil,150 mg,Tablet,60,42
elavil,150 mg,Tablet,90,62
elavil,150 mg,Tablet,120,83
elavil,150 mg,Tablet,180,124
efudex,0.5%/30 gm,Cream,1,1480.21
efudex,0.5%/30 gm,Cream,3,4440.63
efudex,5%/40 gm,Cream,1,75
efudex,5%/40 gm,Cream,3,225
efudex,2%/10 ml,Solution,1,38
efudex,2%/10 ml,Solution,3,114
efudex,5%/10 ml,Solution,1,42
efudex,5%/10 ml,Solution,3,126
effexorxr,37.5 mg,Capsule Er,30,5
effexorxr,37.5 mg,Capsule Er,60,9
effexorxr,37.5 mg,Capsule Er,90,16
effexorxr,37.5 mg,Capsule Er,180,31
effexorxr,75 mg,Capsule Er,30,6
effexorxr,75 mg,Capsule Er,60,11
effexorxr,75 mg,Capsule Er,90,15
effexorxr,75 mg,Capsule Er,180,29
effexorxr,150 mg,Capsule Er,30,5
effexorxr,150 mg,Capsule Er,60,10
effexorxr,150 mg,Capsule Er,90,15
