default_quantity,dosage,drug_id,form_name,slug
1.0,12.5mg-5ml,37947,bottle-of-oral-solution,children-s-diphenhist
1.0,5ml-of-0.03%25,40814,eye-dropper,lumigan
1.0,2.5ml-of-0.03%25,40815,eye-dropper,lumigan
1.0,7.5ml-of-0.03%25,40816,eye-dropper,lumigan
30.0,10mg,12568,tablet,amlodipine
30.0,2.5mg,12567,tablet,amlodipine
30.0,5mg,14,tablet,amlodipine
30.0,35mg,37777,tablet,fibricor
30.0,105mg,37778,tablet,fibricor
30.0,10mg,712,tablet,zaroxolyn
30.0,2.5mg,710,tablet,zaroxolyn
30.0,5mg,711,tablet,zaroxolyn
30.0,50mg,5121,tablet,revia
180.0,625mg,43253,tablet,colesevelam
1.0,30-packets-of-3.75g,43659,box,colesevelam
30.0,325mg,13300,tablet,ferrous-sulfate
30.0,5ml-of-75mg-ml,41485,dropper,ferrous-sulfate
1.0,50ml-of-75mg-ml,42184,dropper,ferrous-sulfate
30.0,250mg,7281,tablet,carisoprodol
90.0,350mg,4158,tablet,carisoprodol
60.0,25mg,151,tablet,capoten
60.0,12.5mg,150,tablet,capoten
180.0,100mg,153,tablet,capoten
60.0,50mg,152,tablet,capoten
30.0,50mg,37604,chewable-tablet,phenytoin
30.0,300mg,34424,capsule,phenytoin
60.0,200mg,8442,capsule,phenytoin
90.0,100mg,28869,capsule,phenytoin
360.0,125mg-5ml,32384,oral-suspension,phenytoin
1.0,59ml-of-0.05%25,34535,bottle-of-lotion,clobex
1.0,118ml-of-0.05%25,34536,bottle-of-lotion,clobex
1.0,118ml-of-0.05%25,34540,bottle-of-shampoo,clobex
30.0,100mg,43017,tablet,sildenafil
30.0,20mg,37275,tablet,sildenafil
1,112ml-of-10mg-ml,44024,bottle-of-oral-suspension,sildenafil
30.0,50mg,43016,tablet,sildenafil
30.0,25mg,43015,tablet,sildenafil
1.0,2.5ml-of-0.004%25,40046,eye-dropper,travoprost
1.0,5ml-of-0.004%25,40047,eye-dropper,travoprost
1.0,28-tablets-of-0.15mg-0.03mg,27365,package,apri
1.0,28-tablets-of-0.15mg-0.03mg,38999,package,apri
1.0,28-tablets-of-0.15mg-0.03mg,33633,package,apri
1.0,28-tablets-of-0.15mg-0.03mg,37832,package,apri
1.0,28-tablets-of-0.15mg-0.03mg,41955,package,apri
1.0,28-tablets-of-0.15mg-0.03mg,23716,package,apri
1.0,400g-of-12%25,35300,bottle-of-lotion,laclotion
1.0,225g-of-12%25,35299,bottle-of-lotion,laclotion
60.0,325mg,41098,tablet,sodium-bicarbonate-otc
180.0,650mg,41099,tablet,sodium-bicarbonate-otc
60.0,400mg,33714,tablet,etidronate
100.0,200mg,33713,tablet,etidronate
60.0,30mg,7986,tablet,phenobarbital
60.0,16.2mg,5251,tablet,phenobarbital
60.0,15mg,7985,tablet,phenobarbital
60.0,32.4mg,5252,tablet,phenobarbital
60.0,64.8mg,5253,tablet,phenobarbital
120.0,20mg-5ml,32383,elixir,phenobarbital
60.0,97.2mg,5254,tablet,phenobarbital
60.0,100mg,7984,tablet,phenobarbital
60.0,60mg,7983,tablet,phenobarbital
90.0,0.25mg,314,chewable-tablet,epiflur
90.0,0.5mg,7954,chewable-tablet,epiflur
90.0,1mg,7955,chewable-tablet,epiflur
1.0,30g-of-0.05%25,34646,tube-of-cream,fluocinonide-e
1.0,60g-of-0.05%25,34645,tube-of-cream,fluocinonide-e
1.0,15g-of-0.05%25,34647,tube-of-cream,fluocinonide-e
120.0,10mg-8mg-5ml,31784,oral-suspension,tussionex
30.0,1mg,166,tablet,cardura
90.0,8mg,169,tablet,cardura
90.0,4mg,168,tablet,cardura
90.0,2mg,167,tablet,cardura
30.0,80mg-25mg,8599,tablet,inderide
30.0,40mg-25mg,596,tablet,inderide
30.0,120mg,39359,capsule,dilt-xr
30.0,180mg,39360,capsule,dilt-xr
30.0,240mg,39361,capsule,dilt-xr
90.0,120mg,39362,capsule,dilt-xr
30.0,180mg,39363,capsule,dilt-xr
30.0,240mg,39364,capsule,dilt-xr
1.0,28-tablets-of-1mg-20mcg,41023,package,loestrin-24-fe
3.0,28-tablets-of-1mg-20mcg,39406,package,loestrin-24-fe
3.0,28-tablets-of-1mg-20mcg,42017,package,loestrin-24-fe
3.0,28-tablets-of-1mg-20mcg,43890,package,loestrin-24-fe
1,1-pouch-of-28-tablets-of-1mg-20mcg,42856,package,loestrin-24-fe
1.0,3-pouches-of-28-tablets-of-1mg-20mcg,43851,package,loestrin-24-fe
1.0,28-tablets-of-1mg-20mcg,41935,package,loestrin-24-fe
1.0,28-tablets-of-1mg-20mcg,40719,package,loestrin-24-fe
1.0,3-pouches-of-28-tablets-of-1mg-20mcg,44283,package,loestrin-24-fe
1.0,28-tablets-of-1mg-20mcg,41024,package,loestrin-24-fe
30.0,1mg,178,tablet,tenex
30.0,2mg,695,tablet,tenex
2.0,30ml-of-10mg-ml,36692,dropper,methadose
90.0,5mg,8021,tablet,methadose
45,40mg,33776,tablet,methadose
90.0,10mg,8823,tablet,methadose
120.0,5mg-5ml,7170,oral-solution,methadose
300.0,10mg-5ml,7221,oral-solution,methadose
160.0,10mg-ml,33775,oral-concentrate,methadose
1.0,60g-of-0.1%25,40428,tube-of-ointment,protopic
1.0,100g-of-0.03%25,40426,tube-of-ointment,protopic
1.0,100g-of-0.1%25,40427,tube-of-ointment,protopic
1.0,30g-of-0.03%25,40424,tube-of-ointment,protopic
1.0,30g-of-0.1%25,40429,tube-of-ointment,protopic
1.0,60g-of-0.03%25,40425,tube-of-ointment,protopic
30.0,325mg,7790,tablet,acephen
12.0,650mg,7793,suppository,acephen
12.0,120mg,37915,suppository,acephen
150.0,1mg-ml,40910,oral-solution,cetirizine-prescription
30.0,2mg,4425,tablet,valium
60.0,10mg,4423,tablet,valium
5.0,5mg-5ml,7618,oral-solution,valium
1,10-carpuject-cartridges-of-10mg-2ml,36951,carton,valium
1.0,30ml-of-5mg-ml,31407,bottle-of-oral-solution,valium
1.0,10ml-of-5mg-ml,33421,vial,valium
30.0,5mg,1441,tablet,valium
30.0,10mg,42902,tablet,effient
30.0,5mg,42901,tablet,effient
2.0,5-patches-of-100mcg-hr,37232,carton,duragesic
2.0,5-patches-of-12mcg-hr,37233,carton,duragesic
2.0,5-patches-of-25mcg-hr,37234,carton,duragesic
2.0,5-patches-of-37.5mcg-hr,40820,carton,duragesic
2.0,5-patches-of-50mcg-hr,37235,carton,duragesic
2.0,5-patches-of-62.5mcg-hr,40821,carton,duragesic
2.0,5-patches-of-75mcg-hr,37236,carton,duragesic
1.0,5-patches-of-87.5mcg-hr,40822,carton,duragesic
60.0,100mg,4348,capsule,gengraf
1.0,50ml-of-100mg-ml,36146,bottle-of-oral-solution,gengraf
60.0,25mg,36414,capsule,gengraf
30.0,100mg,36415,capsule,gengraf
1.0,50ml-of-100mg-ml,36413,bottle-of-oral-solution,gengraf
180.0,25mg,4351,capsule,gengraf
60.0,150mg,40451,tablet,buproban
180.0,150mg,7293,tablet,buproban
90.0,2mg,33543,tablet,levorphanol
60.0,3mg,43729,tablet,levorphanol
1.0,45g-of-0.75%25,34692,tube-of-cream,metrocream
1.0,28-chewable-tablets-of-0.8mg-25mcg,41905,package,layolis-fe
7.0,750mg,30003,tablet,levaquin
10.0,500mg,30002,tablet,levaquin
7.0,250mg,30001,tablet,levaquin
100.0,25mg-ml,33526,oral-solution,levaquin
1.0,5ml-of-0.5%25,35378,eye-dropper,levaquin
30.0,40mg,200,tablet,nadolol
30.0,80mg,718,tablet,nadolol
30.0,20mg,199,tablet,nadolol
12.0,25mg,30155,suppository,phenadoz
12.0,12.5mg,30154,suppository,phenadoz
30.0,600mg,33909,tablet,teveten
30.0,10mg,5317,tablet,compazine
12.0,25mg,28961,suppository,compazine
30.0,5mg,427,tablet,compazine
90.0,200mg,37162,tablet,comtan
60.0,300mg-150mg-300mg,39023,tablet,trizivir
1.0,28-chewable-tablets-of-1mg-20mcg,42695,package,minastrin-24-fe
1.0,28-chewable-tablets-of-1mg-20mcg,42961,package,minastrin-24-fe
30.0,2mg,695,tablet,guanfacine
30.0,1mg,178,tablet,guanfacine
30.0,20mg,1583,capsule,omeprazole
30.0,40mg,8131,capsule,omeprazole
30.0,10mg,8133,capsule,omeprazole
60.0,300mg,27804,tablet,declomycin
60.0,150mg,29878,tablet,declomycin
1.0,50g-of-0.1%25,38671,gel-pump,retin-a-micro
1.0,20g-of-0.1%25,38669,tube-of-gel,retin-a-micro
1.0,50g-of-0.04%25,38672,gel-pump,retin-a-micro
1.0,45g-of-0.1%25,38670,tube-of-gel,retin-a-micro
1.0,45g-of-0.04%25,38674,tube-of-gel,retin-a-micro
1.0,20g-of-0.04%25,38673,tube-of-gel,retin-a-micro
30.0,7.5mg,4290,tablet,clorazepate
60.0,3.75mg,7390,tablet,clorazepate
30.0,15mg,7389,tablet,clorazepate
30.0,6mg,36228,tablet,requip-xl
30.0,4mg,36227,tablet,requip-xl
30.0,2mg,36226,tablet,requip-xl
30.0,8mg,36229,tablet,requip-xl
30.0,12mg,36225,tablet,requip-xl
180.0,180mg,40367,tablet,myfortic
60.0,360mg,40368,tablet,myfortic
90.0,100mg,40928,tablet,tasmar
1.0,1.5mg,37822,tablet,athentia-next
1.0,1.5mg,40107,tablet,athentia-next
1.0,1.5mg,42366,tablet,athentia-next
1.0,1.5mg,40866,tablet,athentia-next
1,1.5mg,42368,tablet,athentia-next
1.0,1.5mg,40867,tablet,athentia-next
90.0,1mg,37401,tablet,finasteride
90.0,5mg,1062,tablet,finasteride
1.0,60ml-of-1%25,35653,bottle-of-shampoo,gamene
1.0,60ml-of-1%25,35652,bottle-of-lotion,gamene
120.0,4.8355mg-325mg,34423,tablet,endodan
1.0,15g-of-0.05%25,34350,tube-of-cream,alclometasone
1.0,60g-of-0.05%25,35139,tube-of-ointment,alclometasone
1.0,45g-of-0.05%25,35140,tube-of-ointment,alclometasone
1.0,15g-of-0.05%25,35141,tube-of-ointment,alclometasone
1.0,60g-of-0.05%25,34352,tube-of-cream,alclometasone
1.0,45g-of-0.05%25,34351,tube-of-cream,alclometasone
6.0,100mg,290,tablet,phenazopyridine
6.0,200mg,8163,tablet,phenazopyridine
30.0,400mg-80mg,30232,tablet,bactrim
200.0,200mg-40mg-5ml,32683,oral-suspension,bactrim
20.0,800mg-160mg,12558,tablet,bactrim
30.0,10mg,33774,tablet,lexapro
150.0,5mg-5ml,36230,oral-solution,lexapro
30.0,20mg,33932,tablet,lexapro
30.0,5mg,33773,tablet,lexapro
3.0,28-tablets,27368,package,aranelle
1.0,28-tablets,28397,package,aranelle
90.0,500mg,23668,tablet,zinamide
1.0,6.7g-of-90mcg,43829,hfa-inhaler,proventil
1.0,50g-of-1.2%25-2.5%25,43663,gel-pump,acanya
100.0,250mg,24257,tablet,tolazamide
200.0,500mg,24258,tablet,tolazamide
30.0,15mg,41562,capsule,l-methylfolate
30.0,7.5mg,38912,tablet,l-methylfolate
30.0,15mg,38913,tablet,l-methylfolate
30.0,7.5mg,41563,capsule,l-methylfolate
30.0,275mg,658,tablet,anaprox
90.0,300mg,30231,capsule,tigan
1.0,5ml-of-0.5%25,35535,eye-dropper,betagan
1.0,10ml-of-0.5%25,35537,eye-dropper,betagan
1.0,15ml-of-0.5%25,35536,eye-dropper,betagan
30.0,10mg,29820,suppository,biscolax
30.0,5mg,57,tablet,flexeril
30.0,10mg,58,tablet,flexeril
30.0,7.5mg,36873,tablet,flexeril
8.0,500mg,36419,tablet,tindamax
30.0,250mg,36418,tablet,tindamax
30,15mg-30mg-310.1mg,41239,capsule,se-tan-dha
30.0,50mg-300mg-40mg,39392,capsule,phrenilin-forte
30.0,250mg,42723,capsule,seromycin
30.0,5mg,12812,tablet,deltasone
30.0,10mg,12811,tablet,deltasone
30.0,2.5mg,292,tablet,deltasone
10.0,20mg,299,tablet,deltasone
5.0,50mg,28919,tablet,deltasone
1.0,15g-of-1%25,34635,tube-of-cream,spectazole
1.0,85g-of-1%25,34633,tube-of-cream,spectazole
1.0,30g-of-1%25,34636,tube-of-cream,spectazole
1.0,2.5ml-of-0.5%25,39452,eye-dropper,zymaxid
30.0,50mg,34090,tablet,quetiapine
30.0,400mg,34088,tablet,quetiapine
30.0,300mg,34093,tablet,quetiapine
30.0,25mg,34089,tablet,quetiapine
30.0,200mg,34092,tablet,quetiapine
30.0,100mg,34091,tablet,quetiapine
1.0,28-tablets,7189,package,brevicon
1.0,28-tablets,40682,package,brevicon
1.0,28-tablets,2339,package,brevicon
1.0,28.4g-of-4%25,40586,tube-of-cream,alphaquin-hp
1,56.8g-of-4%25,40587,tube-of-cream,alphaquin-hp
1.0,30-capsules-of-20mg,43715,kit,esomep-ezs
90.0,150mcg,28416,tablet,levo-t
21.0,500mg,4594,tablet,famciclovir
60.0,125mg,4590,tablet,famciclovir
60.0,250mg,4592,tablet,famciclovir
30.0,40mg,43031,capsule,coreg-cr
30.0,20mg,43030,capsule,coreg-cr
30.0,10mg,43029,capsule,coreg-cr
30.0,80mg,43032,capsule,coreg-cr
1.0,10ml-of-0.3%25-0.1%25,35620,eye-dropper,tobradex
1.0,2.5ml-of-0.3%25-0.1%25,35619,eye-dropper,tobradex
1.0,5ml-of-0.3%25-0.1%25,35618,eye-dropper,tobradex
20.0,2.5mg-325mg,6672,tablet,endocet
120.0,10mg-325mg,6676,tablet,endocet
30.0,5mg-325mg,6680,tablet,endocet
120.0,7.5mg-325mg,8699,tablet,endocet
30.0,5mg-325mg,6680,tablet,oxycodone-acetaminophen
20.0,2.5mg-325mg,6672,tablet,oxycodone-acetaminophen
6,5mg-325mg-5ml,40722,oral-solution,oxycodone-acetaminophen
120.0,10mg-325mg,6676,tablet,oxycodone-acetaminophen
120.0,7.5mg-325mg,8699,tablet,oxycodone-acetaminophen
1.0,10ml-of-1%25,35450,eye-dropper,carteolol
1.0,15ml-of-1%25,35449,eye-dropper,carteolol
1.0,5ml-of-1%25,35448,eye-dropper,carteolol
1.0,237ml-of-4oz,42435,bottle,siltussin-dm
1.0,118ml-of-4oz,42434,bottle,siltussin-dm
30.0,5mg,2314,tablet,xyzal
1.0,118ml-of-2.5mg-5ml,41794,bottle-of-oral-solution,xyzal
1.0,148ml-of-2.5mg-5ml,37419,bottle-of-oral-solution,xyzal
30.0,25mg,7570,capsule,hydroxyzine-pamoate
30.0,100mg,8709,capsule,hydroxyzine-pamoate
90.0,50mg,8822,capsule,hydroxyzine-pamoate
30.0,75mg,30244,capsule,effexor-xr
30.0,37.5mg,29465,capsule,effexor-xr
30.0,150mg,29462,capsule,effexor-xr
30.0,75mg,29468,tablet,effexor-xr
30.0,37.5mg,30248,tablet,effexor-xr
30.0,225mg,29464,tablet,effexor-xr
30.0,150mg,30246,tablet,effexor-xr
1.0,1ml-of-150mg-ml,33166,syringe,depo-provera
1.0,1ml-of-150mg-ml,32027,vial,depo-provera
1.0,200ml-of-250mg-5ml,36623,bottle-of-oral-suspension,cephalexin
1.0,200ml-of-125mg-5ml,36621,bottle-of-oral-suspension,cephalexin
1.0,100ml-of-250mg-5ml,36624,bottle-of-oral-suspension,cephalexin
1.0,100ml-of-125mg-5ml,36622,bottle-of-oral-suspension,cephalexin
14.0,750mg,40127,capsule,cephalexin
40.0,250mg,27622,tablet,cephalexin
20.0,500mg,33879,tablet,cephalexin
28.0,250mg,39,capsule,cephalexin
40.0,500mg,40,capsule,cephalexin
30.0,2.5mg,190,tablet,lisinopril
90.0,10mg,192,tablet,lisinopril
90.0,30mg,705,tablet,lisinopril
90.0,20mg,193,tablet,lisinopril
90.0,5mg,191,tablet,lisinopril
90.0,40mg,706,tablet,lisinopril
90.0,10mg,8408,capsule,procardia
90.0,20mg,8401,capsule,procardia
1.0,50ml-of-40mg-5ml,7053,bottle-of-oral-suspension,famotidine
30.0,40mg,776,tablet,famotidine
60.0,20mg,114,tablet,famotidine
60.0,10mg,43658,tablet,famotidine
30.0,25mg,229,tablet,elavil
30.0,150mg,795,tablet,elavil
30.0,10mg,228,tablet,elavil
30.0,100mg,232,tablet,elavil
30.0,75mg,231,tablet,elavil
30.0,50mg,230,tablet,elavil
90.0,100mg,43051,tablet,glyset
90.0,25mg,43049,tablet,glyset
90.0,50mg,43050,tablet,glyset
90.0,250mg,4200,tablet,diabinese
90.0,100mg,83,tablet,diabinese
60.0,1g,6971,tablet,urex
90.0,200mg,4608,capsule,lofibra
90.0,67mg,22077,capsule,lofibra
90.0,160mg,4609,tablet,lofibra
90.0,54mg,13168,tablet,lofibra
90.0,134mg,4607,capsule,lofibra
60.0,850mg,97,tablet,glucophage
180.0,1000mg,33086,tablet,glucophage
60.0,500mg,96,tablet,glucophage
60.0,75mg-200mcg,37295,tablet,arthrotec
60.0,50mg-200mcg,37294,tablet,arthrotec
30,4.08mg-325mg,44078,tablet,apadaz
30,8.16mg-325mg,44080,tablet,apadaz
30,6.12mg-325mg,44079,tablet,apadaz
1.0,28-tablets-of-0.1mg-0.02mg,37133,package,larissia
1.0,28-tablets-of-0.1mg-0.02mg,42331,package,larissia
1.0,28-tablets-of-0.1mg-0.02mg,37134,package,larissia
1.0,28-tablets-of-0.1mg-0.02mg,8714,package,larissia
1.0,28-tablets-of-0.1mg-0.02mg,42864,package,larissia
60.0,50mg-325mg-40mg-30mg,33939,capsule,fioricet-with-codeine
30.0,50mg-300mg-40mg-30mg,39393,capsule,fioricet-with-codeine
1.0,45g,43343,tube-of-topical-emulsion,avo-cream
1.0,90g,43344,tube-of-topical-emulsion,avo-cream
30.0,100mg,37382,tablet,lamotrigine-er
30.0,200mg,37383,tablet,lamotrigine-er
30.0,250mg,37384,tablet,lamotrigine-er
30.0,25mg,37385,tablet,lamotrigine-er
30.0,300mg,37386,tablet,lamotrigine-er
30.0,50mg,37387,tablet,lamotrigine-er
1.0,2.8ml-vial-of-1mg-0.2ml,31917,kit,leuprolide
1.0,430g-of-0.05%25,41355,jar-of-ointment,trianex
1,430g-of-0.05%25,35066,jar-of-ointment,trianex
30.0,100mg,34114,tablet,provigil
30.0,200mg,34115,tablet,provigil
60.0,324mg,8164,tablet,quinaglute
473.0,1100mg-334mg-5ml,31335,oral-solution,cytra-k
100.0,4.32g-of-3300mg-1002mg,8547,packet,cytra-k
473.0,1100mg-334mg-5ml,41100,oral-solution,cytra-k
200,4.32g-of-3300mg-1002mg,41101,packet,cytra-k
30.0,0.6mg,40655,capsule,mitigare
30.0,0.25mg,4727,tablet,triazolam
30.0,0.125mg,7172,tablet,triazolam
30.0,250mg,4169,capsule,cefaclor
20.0,500mg,21333,capsule,cefaclor
1,100ml-of-375mg-5ml,27595,bottle-of-oral-suspension,cefaclor
1,150ml-of-125mg-5ml,27592,bottle-of-oral-suspension,cefaclor
1.0,150ml-of-250mg-5ml,36599,bottle-of-oral-suspension,cefaclor
30.0,105mg,30132,capsule,bontril
60.0,100mg,41354,capsule,colace
60.0,100mg,7397,capsule,colace
30.0,180mg,31431,tablet,cardizem-la
30.0,420mg,33452,tablet,cardizem-la
30.0,360mg,32953,tablet,cardizem-la
30.0,300mg,33453,tablet,cardizem-la
30.0,240mg,32016,tablet,cardizem-la
30.0,180mg,32015,tablet,cardizem-la
30.0,420mg,31435,tablet,cardizem-la
30.0,360mg,31434,tablet,cardizem-la
30.0,300mg,7997,tablet,cardizem-la
30.0,240mg,31432,tablet,cardizem-la
1.0,7.5g-of-3.75%25,44068,cream-pump,zyclara
120.0,500mg,30187,tablet,azulfidine-en-tabs
30.0,50mg-325mg-40mg,29833,capsule,butalbital-aspirin-caffeine
90.0,300mg,39356,capsule,diltiazem-er-tiazac
90.0,240mg,39355,capsule,diltiazem-er-tiazac
30.0,180mg,39354,capsule,diltiazem-er-tiazac
90.0,120mg,39353,capsule,diltiazem-er-tiazac
30.0,360mg,5499,capsule,diltiazem-er-tiazac
30.0,300mg,5498,capsule,diltiazem-er-tiazac
30.0,240mg,5497,capsule,diltiazem-er-tiazac
30.0,180mg,5496,capsule,diltiazem-er-tiazac
30.0,120mg,5495,capsule,diltiazem-er-tiazac
30.0,420mg,39358,capsule,diltiazem-er-tiazac
30.0,360mg,39357,capsule,diltiazem-er-tiazac
90.0,0.5mg,38997,tablet,repaglinide
90.0,2mg,38668,tablet,repaglinide
90.0,1mg,38667,tablet,repaglinide
30.0,500mg,7791,tablet,mapap-extra-strength
1.0,28-tablets,1418,package,dasetta-1-35
3.0,28-tablets,7188,package,dasetta-1-35
1.0,28-tablets,37684,package,dasetta-1-35
1.0,28-tablets,34336,package,dasetta-1-35
1.0,28-tablets,36445,package,dasetta-1-35
1.0,28-tablets,38242,package,dasetta-1-35
30.0,50mg,4075,tablet,casodex
1.0,225g-of-12%25,35299,bottle-of-lotion,lac-hydrin
1.0,400g-of-12%25,35300,bottle-of-lotion,lac-hydrin
2.0,140g-of-12%25,35302,tube-of-cream,lac-hydrin
1.0,385g-of-12%25,35301,bottle-of-cream,lac-hydrin
60.0,1000mg,33854,tablet,fortamet
60.0,500mg,41390,tablet,fortamet
1.0,10ml-of-1000mcg-ml,31320,vial,cyanocobalamin
1.0,30ml-of-1000mcg-ml,21635,vial,cyanocobalamin
3.0,1ml-of-1000mcg-ml,31318,vial,cyanocobalamin
1,25mg,40835,chewable-tablet,carprofen
1,75mg,40836,chewable-tablet,carprofen
1,100mg,38567,tablet,carprofen
1,25mg,38571,tablet,carprofen
1,100mg,40837,chewable-tablet,carprofen
1,75mg,38575,tablet,carprofen
30.0,2mg-0.5mg,43303,film,buprenorphine-naloxone
14.0,8mg-2mg,37612,sublingual,buprenorphine-naloxone
30.0,2mg-0.5mg,37611,sublingual,buprenorphine-naloxone
14.0,8mg-2mg,43305,film,buprenorphine-naloxone
30.0,4mg-1mg,43304,film,buprenorphine-naloxone
7.0,12mg-3mg,43306,film,buprenorphine-naloxone
1.0,100g-of-0.147mg-g,40911,bottle-of-spray,triamcinolone
1.0,63g-of-0.147mg-g,40912,bottle-of-spray,triamcinolone
1.0,454g-of-0.025%25,35053,jar-of-cream,triamcinolone
1.0,454g-of-0.1%25,35056,jar-of-cream,triamcinolone
1,430g-of-0.05%25,35066,jar-of-ointment,triamcinolone
1.0,454g-of-0.025%25,35065,jar-of-ointment,triamcinolone
1.0,454g-of-0.1%25,35068,jar-of-ointment,triamcinolone
1.0,16.5g-of-55mcg,32823,nasal-spray,triamcinolone
1.0,15g-of-0.025%25,35051,tube-of-cream,triamcinolone
1.0,15g-of-0.1%25,35054,tube-of-cream,triamcinolone
1.0,15g-of-0.5%25,35059,tube-of-cream,triamcinolone
1.0,30g-of-0.1%25,35055,tube-of-cream,triamcinolone
1.0,80g-of-0.025%25,35052,tube-of-cream,triamcinolone
1.0,80g-of-0.1%25,35057,tube-of-cream,triamcinolone
1.0,15g-of-0.025%25,35061,tube-of-ointment,triamcinolone
2.0,15g-of-0.1%25,35070,tube-of-ointment,triamcinolone
1.0,15g-of-0.5%25,35067,tube-of-ointment,triamcinolone
1.0,30g-of-0.1%25,42745,tube-of-ointment,triamcinolone
1.0,80g-of-0.025%25,35062,tube-of-ointment,triamcinolone
1.0,80g-of-0.1%25,35069,tube-of-ointment,triamcinolone
1.0,5g-of-0.1%25,35747,tube-of-paste,triamcinolone
1.0,430g-of-0.05%25,41355,jar-of-ointment,triamcinolone
1.0,85.2g-of-0.1%25,44294,tube-of-cream,triamcinolone
1.0,60ml-of-0.025%25,35072,bottle-of-lotion,triamcinolone
1.0,60ml-of-0.1%25,35073,bottle-of-lotion,triamcinolone
1.0,15g-of-1%25,41506,tube-of-cream,terbinafine-non-prescription
1.0,30g-of-1%25,41504,tube-of-cream,terbinafine-non-prescription
30.0,10mg,1652,tablet,ambien
30.0,5mg,5736,tablet,ambien
30.0,12.5mg,24670,tablet,ambien-cr
30.0,6.25mg,24671,tablet,ambien-cr
1.0,59ml-of-0.5%25,35656,bottle-of-lotion,ovide
60.0,150mg,6810,capsule,rifadin
1,600mg,41981,vial,rifadin
60.0,300mg,5384,capsule,rifadin
1.0,90ml-of-30mg-1.5ml,42863,bottle-of-topical-solution,axiron
30.0,0.125mg,33107,sublingual,hyomax-sl
1.0,2ml-of-1g-2ml,32012,vial,magnesium-sulfate
6.0,20ml-of-10g-20ml,37721,vial,magnesium-sulfate
1.0,10ml-of-5g-10ml,32011,vial,magnesium-sulfate
1.0,30-packets-of-5g,37088,carton,colestipol
1.0,90-packets-of-5g,37089,carton,colestipol
30,5g-of-5g-dose,27730,packet,colestipol
60.0,1g,7059,tablet,colestipol
1.0,500g-of-5g-dose,35720,bottle-of-powder,colestipol
90.0,12.5mg,181,capsule,oretic
30.0,12.5mg,29962,tablet,oretic
90.0,25mg,1238,tablet,oretic
90.0,50mg,183,tablet,oretic
6.0,0.2mg,30041,tablet,methylergonovine
60.0,150mg,22101,tablet,flecainide
60.0,50mg,8623,tablet,flecainide
60.0,100mg,8535,tablet,flecainide
473.0,500mg-334mg-5ml,13422,oral-solution,cytra-2
1.0,10ml-of-40mg-ml,33843,vial,depo-medrol
1.0,5ml-of-80mg-ml,33842,vial,depo-medrol
1.0,5ml-of-40mg-ml,33844,vial,depo-medrol
1.0,1ml-of-40mg-ml,34410,vial,depo-medrol
1.0,1ml-of-80mg-ml,33841,vial,depo-medrol
1.0,5ml-of-4mg-5ml,37692,vial,zometa
30.0,25mg,7127,capsule,adderall-xr
30.0,30mg,7613,capsule,adderall-xr
30.0,5mg,7612,capsule,adderall-xr
30.0,10mg,7131,capsule,adderall-xr
30.0,15mg,7250,capsule,adderall-xr
30.0,20mg,7126,capsule,adderall-xr
60.0,50mg,27161,tablet,tramadol
14.0,8mg-2mg,37612,sublingual,suboxone-tablet
30.0,2mg-0.5mg,37611,sublingual,suboxone-tablet
10.0,1-vial-of-25mg-ml,43503,kit,torisel
1,4ml-of-25mg-ml,40539,vial,methotrexate
24.0,2.5mg,5052,tablet,methotrexate
1.0,10ml-of-25mg-ml,33638,vial,methotrexate
30,1g,40538,vial,methotrexate
2.0,2ml-of-25mg-ml,30037,vial,methotrexate
30.0,30mg,38836,tablet,nifedipine-er-adalat-cc
30.0,60mg,30801,tablet,nifedipine-er-adalat-cc
30.0,30mg,30800,tablet,nifedipine-er-adalat-cc
30.0,90mg,38859,tablet,nifedipine-er-adalat-cc
30.0,60mg,38858,tablet,nifedipine-er-adalat-cc
1.0,5ml-of-0.3%25,35507,eye-dropper,gentak
1.0,30g-of-0.1%25,34720,tube-of-ointment,gentak
1.0,3.5g-of-0.3%25,34721,tube-of-ointment,gentak
1.0,15g-of-0.1%25,34719,tube-of-ointment,gentak
1.0,30g-of-0.1%25,34717,tube-of-cream,gentak
1.0,3.5g-of-0.3%25,35509,tube-of-ointment,gentak
1,15ml-of-0.3%25,35511,eye-dropper,gentak
1.0,5ml-of-0.3%25,35510,eye-dropper,gentak
1.0,15g-of-0.1%25,34716,tube-of-cream,gentak
90.0,60mg,37815,tablet,np-thyroid
